Date,Q (ft3/s),
2/22/2007,"396,000",
2/23/2007,"394,000",
2/24/2007,"395,000",
2/25/2007,"396,000",
2/26/2007,"392,000",
2/27/2007,"389,000",
2/28/2007,"389,000",
3/1/2007,"389,000",
3/2/2007,"393,000",
3/3/2007,"405,000",
3/4/2007,"431,000",
3/5/2007,"464,000",
3/6/2007,"496,000",
3/7/2007,"526,000",
3/8/2007,"553,000",
3/9/2007,"572,000",
3/10/2007,"586,000",
3/11/2007,"600,000",
3/12/2007,"612,000",
3/13/2007,"621,000",
3/14/2007,"627,000",
3/15/2007,"632,000",
3/16/2007,"633,000",
3/17/2007,"630,000",
3/18/2007,"619,000",
3/19/2007,"601,000",
3/20/2007,"582,000",
3/21/2007,"563,000",
3/22/2007,"544,000",
3/23/2007,"524,000",
3/24/2007,"507,000",
3/25/2007,"497,000",
3/26/2007,"494,000",
3/27/2007,"498,000",
3/28/2007,"506,000",
3/29/2007,"517,000",
3/30/2007,"530,000",
3/31/2007,"547,000",
4/1/2007,"562,000",
4/2/2007,"574,000",
4/3/2007,"585,000",
4/4/2007,"593,000",
4/5/2007,"598,000",
4/6/2007,"600,000",
4/7/2007,"601,000",
4/8/2007,"605,000",
4/9/2007,"610,000",
4/10/2007,"619,000",
4/11/2007,"626,000",
4/12/2007,"625,000",
4/13/2007,"626,000",
4/14/2007,"627,000",
4/15/2007,"624,000",
4/16/2007,"616,000",
4/17/2007,"608,000",
4/18/2007,"599,000",
4/19/2007,"593,000",
4/20/2007,"588,000",
4/21/2007,"583,000",
4/22/2007,"584,000",
4/23/2007,"590,000",
4/24/2007,"596,000",
4/25/2007,"604,000",
4/26/2007,"617,000",
4/27/2007,"625,000",
4/28/2007,"633,000",
4/29/2007,"641,000",
4/30/2007,"648,000",
5/1/2007,"653,000",
5/2/2007,"651,000",
5/3/2007,"645,000",
5/4/2007,"646,000",
5/5/2007,"642,000",
5/6/2007,"628,000",
5/7/2007,"614,000",
5/8/2007,"605,000",
5/9/2007,"597,000",
5/10/2007,"592,000",
5/11/2007,"590,000",
5/12/2007,"589,000",
5/13/2007,"591,000",
5/14/2007,"596,000",
5/15/2007,"601,000",
5/16/2007,"608,000",
5/17/2007,"617,000",
5/18/2007,"627,000",
5/19/2007,"632,000",
5/20/2007,"636,000",
5/21/2007,"636,000",
5/22/2007,"630,000",
5/23/2007,"622,000",
5/24/2007,"612,000",
5/25/2007,"603,000",
5/26/2007,"594,000",
5/27/2007,"580,000",
5/28/2007,"564,000",
5/29/2007,"546,000",
5/30/2007,"527,000",
5/31/2007,"505,000",
6/1/2007,"478,000",
6/2/2007,"452,000",
6/3/2007,"425,000",
6/4/2007,"401,000",
6/5/2007,"387,000",
6/6/2007,"382,000",
6/7/2007,"383,000",
6/8/2007,"384,000",
6/9/2007,"383,000",
6/10/2007,"385,000",
6/11/2007,"391,000",
6/12/2007,"394,000",
6/13/2007,"392,000",
6/14/2007,"386,000",
6/15/2007,"384,000",
6/16/2007,"383,000",
6/17/2007,"381,000",
6/18/2007,"380,000",
6/19/2007,"384,000",
6/20/2007,"390,000",
6/21/2007,"394,000",
6/22/2007,"395,000",
6/23/2007,"394,000",
6/24/2007,"394,000",
6/25/2007,"394,000",
6/26/2007,"393,000",
6/27/2007,"397,000",
6/28/2007,"400,000",
6/29/2007,"395,000",
6/30/2007,"392,000",
7/1/2007,"388,000",
7/2/2007,"385,000",
7/3/2007,"385,000",
7/4/2007,"392,000",
7/5/2007,"403,000",
7/6/2007,"411,000",
7/7/2007,"416,000",
7/8/2007,"424,000",
7/9/2007,"435,000",
7/10/2007,"455,000",
7/11/2007,"474,000",
7/12/2007,"484,000",
7/13/2007,"491,000",
7/14/2007,"498,000",
7/15/2007,"511,000",
7/16/2007,"528,000",
7/17/2007,"536,000",
7/18/2007,"534,000",
7/19/2007,"530,000",
7/20/2007,"525,000",
7/21/2007,"519,000",
7/22/2007,"511,000",
7/23/2007,"499,000",
7/24/2007,"486,000",
7/25/2007,"474,000",
7/26/2007,"462,000",
7/27/2007,"449,000",
7/28/2007,"436,000",
7/29/2007,"424,000",
7/30/2007,"414,000",
7/31/2007,"404,000",
8/1/2007,"394,000",
8/2/2007,"388,000",
8/3/2007,"381,000",
8/4/2007,"372,000",
8/5/2007,"361,000",
8/6/2007,"348,000",
8/7/2007,"337,000",
8/8/2007,"329,000",
8/9/2007,"324,000",
8/10/2007,"320,000",
8/11/2007,"315,000",
8/12/2007,"306,000",
8/13/2007,"294,000",
8/14/2007,"279,000",
8/15/2007,"265,000",
8/16/2007,"262,000",
8/17/2007,"258,000",
8/18/2007,"252,000",
8/19/2007,"252,000",
8/20/2007,"256,000",
8/21/2007,"260,000",
8/22/2007,"262,000",
8/23/2007,"261,000",
8/24/2007,"259,000",
8/25/2007,"256,000",
8/26/2007,"253,000",
8/27/2007,"251,000",
8/28/2007,"245,000",
8/29/2007,"240,000",
8/30/2007,"241,000",
8/31/2007,"247,000",
9/1/2007,"252,000",
9/2/2007,"258,000",
9/3/2007,"267,000",
9/4/2007,"276,000",
9/5/2007,"287,000",
9/6/2007,"298,000",
9/7/2007,"308,000",
9/8/2007,"317,000",
9/9/2007,"323,000",
9/10/2007,"326,000",
9/11/2007,"328,000",
9/12/2007,"327,000",
9/13/2007,"325,000",
9/14/2007,"324,000",
9/15/2007,"321,000",
9/16/2007,"314,000",
9/17/2007,"303,000",
9/18/2007,"289,000",
9/19/2007,"274,000",
9/20/2007,"262,000",
9/21/2007,"254,000",
9/22/2007,"246,000",
9/23/2007,"239,000",
9/24/2007,"235,000",
9/25/2007,"233,000",
9/26/2007,"227,000",
9/27/2007,"221,000",
9/28/2007,"213,000",
9/29/2007,"207,000",
9/30/2007,"206,000",
10/1/2007,"210,000",
10/2/2007,"202,000",
10/3/2007,"200,000",
10/4/2007,"201,000",
10/5/2007,"203,000",
10/6/2007,"198,000",
10/7/2007,"206,000",
10/8/2007,"214,000",
10/9/2007,"214,000",
10/10/2007,"204,000",
10/11/2007,"194,000",
10/12/2007,"190,000",
10/13/2007,"183,000",
10/14/2007,"181,000",
10/15/2007,"184,000",
10/16/2007,"188,000",
10/17/2007,"192,000",
10/18/2007,"196,000",
10/19/2007,"199,000",
10/20/2007,"199,000",
10/21/2007,"199,000",
10/22/2007,"208,000",
10/23/2007,"211,000",
10/24/2007,"203,000",
10/25/2007,"204,000",
10/26/2007,"211,000",
10/27/2007,"219,000",
10/28/2007,"235,000",
10/29/2007,"246,000",
10/30/2007,"263,000",
10/31/2007,"283,000",
11/1/2007,"301,000",
11/2/2007,"313,000",
11/3/2007,"317,000",
11/4/2007,"313,000",
11/5/2007,"304,000",
11/6/2007,"298,000",
11/7/2007,"288,000",
11/8/2007,"278,000",
11/9/2007,"268,000",
11/10/2007,"259,000",
11/11/2007,"252,000",
11/12/2007,"247,000",
11/13/2007,"238,000",
11/14/2007,"233,000",
11/15/2007,"228,000",
11/16/2007,"219,000",
11/17/2007,"211,000",
11/18/2007,"205,000",
11/19/2007,"201,000",
11/20/2007,"194,000",
11/21/2007,"192,000",
11/22/2007,"193,000",
11/23/2007,"192,000",
11/24/2007,"198,000",
11/25/2007,"209,000",
11/26/2007,"213,000",
11/27/2007,"206,000",
11/28/2007,"207,000",
11/29/2007,"203,000",
11/30/2007,"200,000",
12/1/2007,"203,000",
12/2/2007,"207,000",
12/3/2007,"206,000",
12/4/2007,"203,000",
12/5/2007,"205,000",
12/6/2007,"213,000",
12/7/2007,"220,000",
12/8/2007,"228,000",
12/9/2007,"236,000",
12/10/2007,"238,000",
12/11/2007,"240,000",
12/12/2007,"240,000",
12/13/2007,"238,000",
12/14/2007,"239,000",
12/15/2007,"241,000",
12/16/2007,"246,000",
12/17/2007,"259,000",
12/18/2007,"286,000",
12/19/2007,"323,000",
12/20/2007,"375,000",
12/21/2007,"423,000",
12/22/2007,"462,000",
12/23/2007,"502,000",
12/24/2007,"529,000",
12/25/2007,"555,000",
12/26/2007,"568,000",
12/27/2007,"577,000",
12/28/2007,"583,000",
12/29/2007,"586,000",
12/30/2007,"587,000",
12/31/2007,"581,000",
1/1/2008,"569,000",
1/2/2008,"551,000",
1/3/2008,"532,000",
1/4/2008,"513,000",
1/5/2008,"495,000",
1/6/2008,"477,000",
1/7/2008,"459,000",
1/8/2008,"446,000",
1/9/2008,"435,000",
1/10/2008,"419,000",
1/11/2008,"403,000",
1/12/2008,"387,000",
1/13/2008,"376,000",
1/14/2008,"367,000",
1/15/2008,"358,000",
1/16/2008,"363,000",
1/17/2008,"385,000",
1/18/2008,"403,000",
1/19/2008,"436,000",
1/20/2008,"468,000",
1/21/2008,"491,000",
1/22/2008,"512,000",
1/23/2008,"524,000",
1/24/2008,"532,000",
1/25/2008,"533,000",
1/26/2008,"528,000",
1/27/2008,"509,000",
1/28/2008,"483,000",
1/29/2008,"458,000",
1/30/2008,"438,000",
1/31/2008,"422,000",
2/1/2008,"406,000",
2/2/2008,"386,000",
2/3/2008,"371,000",
2/4/2008,"359,000",
2/5/2008,"355,000",
2/6/2008,"354,000",
2/7/2008,"349,000",
2/8/2008,"352,000",
2/9/2008,"363,000",
2/10/2008,"383,000",
2/11/2008,"414,000",
2/12/2008,"450,000",
2/13/2008,"488,000",
2/14/2008,"527,000",
2/15/2008,"563,000",
2/16/2008,"595,000",
2/17/2008,"628,000",
2/18/2008,"651,000",
2/19/2008,"669,000",
2/20/2008,"691,000",
2/21/2008,"714,000",
2/22/2008,"752,000",
2/23/2008,"811,000",
2/24/2008,"847,000",
2/25/2008,"870,000",
2/26/2008,"877,000",
2/27/2008,"878,000",
2/28/2008,"876,000",
2/29/2008,"874,000",
3/1/2008,"862,000",
3/2/2008,"839,000",
3/3/2008,"812,000",
3/4/2008,"787,000",
3/5/2008,"755,000",
3/6/2008,"742,000",
3/7/2008,"741,000",
3/8/2008,"736,000",
3/9/2008,"738,000",
3/10/2008,"748,000",
3/11/2008,"770,000",
3/12/2008,"798,000",
3/13/2008,"819,000",
3/14/2008,"835,000",
3/15/2008,"850,000",
3/16/2008,"868,000",
3/17/2008,"879,000",
3/18/2008,"893,000",
3/19/2008,"904,000",
3/20/2008,"905,000",
3/21/2008,"909,000",
3/22/2008,"915,000",
3/23/2008,"928,000",
3/24/2008,"939,000",
3/25/2008,"937,000",
3/26/2008,"935,000",
3/27/2008,"940,000",
3/28/2008,"959,000",
3/29/2008,"980,000",
3/30/2008,"1,000,000",
3/31/2008,"1,020,000",
4/1/2008,"1,040,000",
4/2/2008,"1,070,000",
4/3/2008,"1,090,000",
4/4/2008,"1,110,000",
4/5/2008,"1,140,000",
4/6/2008,"1,160,000",
4/7/2008,"1,190,000",
4/8/2008,"1,200,000",
4/9/2008,"1,220,000",
4/10/2008,"1,240,000",
4/11/2008,"1,250,000",
4/12/2008,"1,260,000",
4/13/2008,"1,270,000",
4/14/2008,"1,270,000",
4/15/2008,"1,280,000",
4/16/2008,"1,280,000",
4/17/2008,"1,290,000",
4/18/2008,"1,300,000",
4/19/2008,"1,310,000",
4/20/2008,"1,310,000",
4/21/2008,"1,310,000",
4/22/2008,"1,320,000",
4/23/2008,"1,310,000",
4/24/2008,"1,320,000",
4/25/2008,"1,320,000",
4/26/2008,"1,320,000",
4/27/2008,"1,320,000",
4/28/2008,"1,320,000",
4/29/2008,"1,310,000",
4/30/2008,"1,300,000",
5/1/2008,"1,280,000",
5/2/2008,"1,270,000",
5/3/2008,"1,250,000",
5/4/2008,"1,240,000",
5/5/2008,"1,220,000",
5/6/2008,"1,200,000",
5/7/2008,"1,170,000",
5/8/2008,"1,140,000",
5/9/2008,"1,110,000",
5/10/2008,"1,080,000",
5/11/2008,"1,060,000",
5/12/2008,"1,030,000",
5/13/2008,"1,010,000",
5/14/2008,"993,000",
5/15/2008,"988,000",
5/16/2008,"973,000",
5/17/2008,"961,000",
5/18/2008,"947,000",
5/19/2008,"935,000",
5/20/2008,"925,000",
5/21/2008,"920,000",
5/22/2008,"927,000",
5/23/2008,"942,000",
5/24/2008,"947,000",
5/25/2008,"954,000",
5/26/2008,"964,000",
5/27/2008,"972,000",
5/28/2008,"967,000",
5/29/2008,"957,000",
5/30/2008,"947,000",
5/31/2008,"936,000",
6/1/2008,"927,000",
6/2/2008,"918,000",
6/3/2008,"911,000",
6/4/2008,"902,000",
6/5/2008,"891,000",
6/6/2008,"873,000",
6/7/2008,"850,000",
6/8/2008,"818,000",
6/9/2008,"782,000",
6/10/2008,"750,000",
6/11/2008,"727,000",
6/12/2008,"714,000",
6/13/2008,"704,000",
6/14/2008,"697,000",
6/15/2008,"694,000",
6/16/2008,"695,000",
6/17/2008,"699,000",
6/18/2008,"705,000",
6/19/2008,"712,000",
6/20/2008,"722,000",
6/21/2008,"735,000",
6/22/2008,"749,000",
6/23/2008,"767,000",
6/24/2008,"781,000",
6/25/2008,"788,000",
6/26/2008,"795,000",
6/27/2008,"801,000",
6/28/2008,"804,000",
6/29/2008,"805,000",
6/30/2008,"806,000",
7/1/2008,"805,000",
7/2/2008,"800,000",
7/3/2008,"792,000",
7/4/2008,"784,000",
7/5/2008,"773,000",
7/6/2008,"763,000",
7/7/2008,"756,000",
7/8/2008,"750,000",
7/9/2008,"747,000",
7/10/2008,"744,000",
7/11/2008,"745,000",
7/12/2008,"745,000",
7/13/2008,"747,000",
7/14/2008,"748,000",
7/15/2008,"751,000",
7/16/2008,"747,000",
7/17/2008,"743,000",
7/18/2008,"736,000",
7/19/2008,"728,000",
7/20/2008,"716,000",
7/21/2008,"703,000",
7/22/2008,"692,000",
7/23/2008,"676,000",
7/24/2008,"659,000",
7/25/2008,"642,000",
7/26/2008,"622,000",
7/27/2008,"597,000",
7/28/2008,"564,000",
7/29/2008,"534,000",
7/30/2008,"511,000",
7/31/2008,"491,000",
8/1/2008,"473,000",
8/2/2008,"456,000",
8/3/2008,"445,000",
8/4/2008,"447,000",
8/5/2008,"453,000",
8/6/2008,"454,000",
8/7/2008,"457,000",
8/8/2008,"469,000",
8/9/2008,"479,000",
8/10/2008,"487,000",
8/11/2008,"494,000",
8/12/2008,"501,000",
8/13/2008,"507,000",
8/14/2008,"508,000",
8/15/2008,"498,000",
8/16/2008,"482,000",
8/17/2008,"464,000",
8/18/2008,"442,000",
8/19/2008,"422,000",
8/20/2008,"406,000",
8/21/2008,"388,000",
8/22/2008,"368,000",
8/23/2008,"356,000",
8/24/2008,"355,000",
8/25/2008,"357,000",
8/26/2008,"348,000",
8/27/2008,"334,000",
8/28/2008,"323,000",
8/29/2008,"310,000",
8/30/2008,"297,000",
8/31/2008,"286,000",
9/1/2008,"361,000",
9/2/2008,"368,000",
9/3/2008,"370,000",
9/4/2008,"412,000",
9/5/2008,"422,000",
9/6/2008,"415,000",
9/7/2008,"415,000",
9/8/2008,"427,000",
9/9/2008,"435,000",
9/10/2008,"433,000",
9/11/2008,"429,000",
9/12/2008,"441,000",
9/13/2008,"428,000",
9/14/2008,"411,000",
9/15/2008,"410,000",
9/16/2008,"416,000",
9/17/2008,"419,000",
9/18/2008,"417,000",
9/19/2008,"415,000",
9/20/2008,"416,000",
9/21/2008,"422,000",
9/22/2008,"439,000",
9/23/2008,"465,000",
9/24/2008,"496,000",
9/25/2008,"525,000",
9/26/2008,"548,000",
9/27/2008,"564,000",
9/28/2008,"578,000",
9/29/2008,"586,000",
9/30/2008,"581,000",
10/1/2008,"567,000",
10/2/2008,"547,000",
10/3/2008,"525,000",
10/4/2008,"503,000",
10/5/2008,"476,000",
10/6/2008,"447,000",
10/7/2008,"419,000",
10/8/2008,"396,000",
10/9/2008,"376,000",
10/10/2008,"361,000",
10/11/2008,"351,000",
10/12/2008,"349,000",
10/13/2008,"345,000",
10/14/2008,"334,000",
10/15/2008,"322,000",
10/16/2008,"307,000",
10/17/2008,"296,000",
10/18/2008,"287,000",
10/19/2008,"283,000",
10/20/2008,"281,000",
10/21/2008,"274,000",
10/22/2008,"267,000",
10/23/2008,"265,000",
10/24/2008,"267,000",
10/25/2008,"260,000",
10/26/2008,"251,000",
10/27/2008,"244,000",
10/28/2008,"240,000",
10/29/2008,"237,000",
10/30/2008,"235,000",
10/31/2008,"235,000",
11/1/2008,"232,000",
11/2/2008,"231,000",
11/3/2008,"231,000",
11/4/2008,"233,000",
11/5/2008,"237,000",
11/6/2008,"244,000",
11/7/2008,"250,000",
11/8/2008,"252,000",
11/9/2008,"252,000",
11/10/2008,"248,000",
11/11/2008,"246,000",
11/12/2008,"245,000",
11/13/2008,"246,000",
11/14/2008,"246,000",
11/15/2008,"243,000",
11/16/2008,"236,000",
11/17/2008,"231,000",
11/18/2008,"228,000",
11/19/2008,"225,000",
11/20/2008,"223,000",
11/21/2008,"223,000",
11/22/2008,"226,000",
11/23/2008,"223,000",
11/24/2008,"223,000",
11/25/2008,"223,000",
11/26/2008,"220,000",
11/27/2008,"218,000",
11/28/2008,"220,000",
11/29/2008,"229,000",
11/30/2008,"242,000",
12/1/2008,"236,000",
12/2/2008,"224,000",
12/3/2008,"218,000",
12/4/2008,"215,000",
12/5/2008,"214,000",
12/6/2008,"216,000",
12/7/2008,"215,000",
12/8/2008,"217,000",
12/9/2008,"223,000",
12/10/2008,"230,000",
12/11/2008,"243,000",
12/12/2008,"280,000",
12/13/2008,"305,000",
12/14/2008,"313,000",
12/15/2008,"311,000",
12/16/2008,"310,000",
12/17/2008,"311,000",
12/18/2008,"312,000",
12/19/2008,"317,000",
12/20/2008,"322,000",
12/21/2008,"343,000",
12/22/2008,"379,000",
12/23/2008,"409,000",
12/24/2008,"431,000",
12/25/2008,"441,000",
12/26/2008,"444,000",
12/27/2008,"449,000",
12/28/2008,"458,000",
12/29/2008,"472,000",
12/30/2008,"488,000",
12/31/2008,"503,000",
1/1/2009,"517,000",
1/2/2009,"532,000",
1/3/2009,"548,000",
1/4/2009,"571,000",
1/5/2009,"592,000",
1/6/2009,"614,000",
1/7/2009,"639,000",
1/8/2009,"653,000",
1/9/2009,"663,000",
1/10/2009,"668,000",
1/11/2009,"666,000",
1/12/2009,"656,000",
1/13/2009,"644,000",
1/14/2009,"631,000",
1/15/2009,"620,000",
1/16/2009,"611,000",
1/17/2009,"605,000",
1/18/2009,"602,000",
1/19/2009,"604,000",
1/20/2009,"607,000",
1/21/2009,"607,000",
1/22/2009,"604,000",
1/23/2009,"593,000",
1/24/2009,"572,000",
1/25/2009,"544,000",
1/26/2009,"510,000",
1/27/2009,"477,000",
1/28/2009,"447,000",
1/29/2009,"418,000",
1/30/2009,"393,000",
1/31/2009,"378,000",
2/1/2009,"375,000",
2/2/2009,"382,000",
2/3/2009,"382,000",
2/4/2009,"377,000",
2/5/2009,"371,000",
2/6/2009,"377,000",
2/7/2009,"396,000",
2/8/2009,"424,000",
2/9/2009,"451,000",
2/10/2009,"472,000",
2/11/2009,"477,000",
2/12/2009,"466,000",
2/13/2009,"454,000",
2/14/2009,"456,000",
2/15/2009,"468,000",
2/16/2009,"475,000",
2/17/2009,"483,000",
2/18/2009,"495,000",
2/19/2009,"511,000",
2/20/2009,"530,000",
2/21/2009,"547,000",
2/22/2009,"566,000",
2/23/2009,"581,000",
2/24/2009,"591,000",
2/25/2009,"599,000",
2/26/2009,"603,000",
2/27/2009,"603,000",
2/28/2009,"600,000",
3/1/2009,"590,000",
3/2/2009,"579,000",
3/3/2009,"568,000",
3/4/2009,"553,000",
3/5/2009,"538,000",
3/6/2009,"528,000",
3/7/2009,"521,000",
3/8/2009,"517,000",
3/9/2009,"515,000",
3/10/2009,"512,000",
3/11/2009,"508,000",
3/12/2009,"500,000",
3/13/2009,"493,000",
3/14/2009,"491,000",
3/15/2009,"498,000",
3/16/2009,"508,000",
3/17/2009,"520,000",
3/18/2009,"533,000",
3/19/2009,"547,000",
3/20/2009,"562,000",
3/21/2009,"576,000",
3/22/2009,"590,000",
3/23/2009,"605,000",
3/24/2009,"617,000",
3/25/2009,"629,000",
3/26/2009,"641,000",
3/27/2009,"664,000",
3/28/2009,"688,000",
3/29/2009,"686,000",
3/30/2009,"679,000",
3/31/2009,"677,000",
4/1/2009,"676,000",
4/2/2009,"676,000",
4/3/2009,"674,000",
4/4/2009,"671,000",
4/5/2009,"675,000",
4/6/2009,"681,000",
4/7/2009,"688,000",
4/8/2009,"697,000",
4/9/2009,"707,000",
4/10/2009,"715,000",
4/11/2009,"722,000",
4/12/2009,"727,000",
4/13/2009,"740,000",
4/14/2009,"740,000",
4/15/2009,"739,000",
4/16/2009,"738,000",
4/17/2009,"739,000",
4/18/2009,"745,000",
4/19/2009,"755,000",
4/20/2009,"756,000",
4/21/2009,"757,000",
4/22/2009,"757,000",
4/23/2009,"755,000",
4/24/2009,"755,000",
4/25/2009,"756,000",
4/26/2009,"754,000",
4/27/2009,"756,000",
4/28/2009,"752,000",
4/29/2009,"745,000",
4/30/2009,"743,000",
5/1/2009,"740,000",
5/2/2009,"732,000",
5/3/2009,"729,000",
5/4/2009,"731,000",
5/5/2009,"730,000",
5/6/2009,"737,000",
5/7/2009,"754,000",
5/8/2009,"781,000",
5/9/2009,"810,000",
5/10/2009,"841,000",
5/11/2009,"872,000",
5/12/2009,"899,000",
5/13/2009,"924,000",
5/14/2009,"952,000",
5/15/2009,"978,000",
5/16/2009,"1,000,000",
5/17/2009,"1,030,000",
5/18/2009,"1,050,000",
5/19/2009,"1,060,000",
5/20/2009,"1,080,000",
5/21/2009,"1,100,000",
5/22/2009,"1,110,000",
5/23/2009,"1,130,000",
5/24/2009,"1,140,000",
5/25/2009,"1,150,000",
5/26/2009,"1,150,000",
5/27/2009,"1,160,000",
5/28/2009,"1,160,000",
5/29/2009,"1,170,000",
5/30/2009,"1,180,000",
5/31/2009,"1,180,000",
6/1/2009,"1,180,000",
6/2/2009,"1,180,000",
6/3/2009,"1,170,000",
6/4/2009,"1,160,000",
6/5/2009,"1,140,000",
6/6/2009,"1,130,000",
6/7/2009,"1,120,000",
6/8/2009,"1,100,000",
6/9/2009,"1,070,000",
6/10/2009,"1,050,000",
6/11/2009,"1,020,000",
6/12/2009,"994,000",
6/13/2009,"964,000",
6/14/2009,"931,000",
6/15/2009,"895,000",
6/16/2009,"856,000",
6/17/2009,"808,000",
6/18/2009,"763,000",
6/19/2009,"740,000",
6/20/2009,"725,000",
6/21/2009,"715,000",
6/22/2009,"708,000",
6/23/2009,"705,000",
6/24/2009,"703,000",
6/25/2009,"700,000",
6/26/2009,"698,000",
6/27/2009,"696,000",
6/28/2009,"693,000",
6/29/2009,"692,000",
6/30/2009,"690,000",
7/1/2009,"686,000",
7/2/2009,"680,000",
7/3/2009,"673,000",
7/4/2009,"662,000",
7/5/2009,"651,000",
7/6/2009,"634,000",
7/7/2009,"614,000",
7/8/2009,"588,000",
7/9/2009,"559,000",
7/10/2009,"527,000",
7/11/2009,"496,000",
7/12/2009,"468,000",
7/13/2009,"447,000",
7/14/2009,"433,000",
7/15/2009,"423,000",
7/16/2009,"412,000",
7/17/2009,"401,000",
7/18/2009,"391,000",
7/19/2009,"384,000",
7/20/2009,"379,000",
7/21/2009,"370,000",
7/22/2009,"366,000",
7/23/2009,"370,000",
7/24/2009,"376,000",
7/25/2009,"380,000",
7/26/2009,"381,000",
7/27/2009,"381,000",
7/28/2009,"377,000",
7/29/2009,"370,000",
7/30/2009,"369,000",
7/31/2009,"378,000",
8/1/2009,"389,000",
8/2/2009,"400,000",
8/3/2009,"408,000",
8/4/2009,"416,000",
8/5/2009,"422,000",
8/6/2009,"427,000",
8/7/2009,"434,000",
8/8/2009,"447,000",
8/9/2009,"464,000",
8/10/2009,"477,000",
8/11/2009,"482,000",
8/12/2009,"483,000",
8/13/2009,"483,000",
8/14/2009,"481,000",
8/15/2009,"475,000",
8/16/2009,"461,000",
8/17/2009,"440,000",
8/18/2009,"417,000",
8/19/2009,"393,000",
8/20/2009,"373,000",
8/21/2009,"356,000",
8/22/2009,"345,000",
8/23/2009,"340,000",
8/24/2009,"340,000",
8/25/2009,"335,000",
8/26/2009,"327,000",
8/27/2009,"320,000",
8/28/2009,"318,000",
8/29/2009,"319,000",
8/30/2009,"327,000",
8/31/2009,"331,000",
9/1/2009,"335,000",
9/2/2009,"333,000",
9/3/2009,"324,000",
9/4/2009,"318,000",
9/5/2009,"308,000",
9/6/2009,"296,000",
9/7/2009,"290,000",
9/8/2009,"292,000",
9/9/2009,"298,000",
9/10/2009,"306,000",
9/11/2009,"314,000",
9/12/2009,"323,000",
9/13/2009,"320,000",
9/14/2009,"318,000",
9/15/2009,"312,000",
9/16/2009,"312,000",
9/17/2009,"313,000",
9/18/2009,"315,000",
9/19/2009,"319,000",
9/20/2009,"327,000",
9/21/2009,"340,000",
9/22/2009,"354,000",
9/23/2009,"369,000",
9/24/2009,"378,000",
9/25/2009,"386,000",
9/26/2009,"389,000",
9/27/2009,"391,000",
9/28/2009,"403,000",
9/29/2009,"417,000",
9/30/2009,"426,000",
10/1/2009,"429,000",
10/2/2009,"432,000",
10/3/2009,"429,000",
10/4/2009,"433,000",
10/5/2009,"448,000",
10/6/2009,"467,000",
10/7/2009,"489,000",
10/8/2009,"503,000",
10/9/2009,"508,000",
10/10/2009,"509,000",
10/11/2009,"503,000",
10/12/2009,"496,000",
10/13/2009,"492,000",
10/14/2009,"505,000",
10/15/2009,"543,000",
10/16/2009,"592,000",
10/17/2009,"629,000",
10/18/2009,"659,000",
10/19/2009,"688,000",
10/20/2009,"713,000",
10/21/2009,"737,000",
10/22/2009,"761,000",
10/23/2009,"775,000",
10/24/2009,"762,000",
10/25/2009,"749,000",
10/26/2009,"737,000",
10/27/2009,"730,000",
10/28/2009,"724,000",
10/29/2009,"722,000",
10/30/2009,"720,000",
10/31/2009,"726,000",
11/1/2009,"732,000",
11/2/2009,"752,000",
11/3/2009,"787,000",
11/4/2009,"825,000",
11/5/2009,"861,000",
11/6/2009,"893,000",
11/7/2009,"917,000",
11/8/2009,"942,000",
11/9/2009,"967,000",
11/10/2009,"999,000",
11/11/2009,"1,010,000",
11/12/2009,"1,020,000",
11/13/2009,"1,020,000",
11/14/2009,"1,010,000",
11/15/2009,"1,010,000",
11/16/2009,"998,000",
11/17/2009,"985,000",
11/18/2009,"967,000",
11/19/2009,"948,000",
11/20/2009,"920,000",
11/21/2009,"891,000",
11/22/2009,"855,000",
11/23/2009,"807,000",
11/24/2009,"764,000",
11/25/2009,"741,000",
11/26/2009,"727,000",
11/27/2009,"717,000",
11/28/2009,"712,000",
11/29/2009,"710,000",
11/30/2009,"705,000",
12/1/2009,"700,000",
12/2/2009,"695,000",
12/3/2009,"677,000",
12/4/2009,"662,000",
12/5/2009,"648,000",
12/6/2009,"633,000",
12/7/2009,"621,000",
12/8/2009,"618,000",
12/9/2009,"610,000",
12/10/2009,"603,000",
12/11/2009,"599,000",
12/12/2009,"604,000",
12/13/2009,"613,000",
12/14/2009,"618,000",
12/15/2009,"635,000",
12/16/2009,"655,000",
12/17/2009,"665,000",
12/18/2009,"686,000",
12/19/2009,"693,000",
12/20/2009,"697,000",
12/21/2009,"699,000",
12/22/2009,"704,000",
12/23/2009,"710,000",
12/24/2009,"715,000",
12/25/2009,"714,000",
12/26/2009,"711,000",
12/27/2009,"715,000",
12/28/2009,"721,000",
12/29/2009,"734,000",
12/30/2009,"757,000",
12/31/2009,"787,000",
1/1/2010,"807,000",
1/2/2010,"826,000",
1/3/2010,"843,000",
1/4/2010,"852,000",
1/5/2010,"861,000",
1/6/2010,"870,000",
1/7/2010,"877,000",
1/8/2010,"883,000",
1/9/2010,"881,000",
1/10/2010,"860,000",
1/11/2010,"809,000",
1/12/2010,"752,000",
1/13/2010,"713,000",
1/14/2010,"683,000",
1/15/2010,"664,000",
1/16/2010,"648,000",
1/17/2010,"631,000",
1/18/2010,"613,000",
1/19/2010,"596,000",
1/20/2010,"579,000",
